fecha,positividad
2020-03-04,NA
2020-03-05,NA
2020-03-06,NA
2020-03-07,NA
2020-03-08,NA
2020-03-09,NA
2020-03-10,0.05962760709348014
2020-03-11,0.0624647433967519
2020-03-12,0.06558934349059654
2020-03-13,0.0700757341263462
2020-03-14,0.07833860014870116
2020-03-15,0.0884515739096341
2020-03-16,0.0902615364979672
2020-03-17,0.08739604222416396
2020-03-18,0.08298747594074109
2020-03-19,0.08189122341780887
2020-03-20,0.08203689931537851
2020-03-21,0.07772452461966536
2020-03-22,0.07547639085288431
2020-03-23,0.0737217045295049
2020-03-24,0.07721139400100548
2020-03-25,0.08081791521586208
2020-03-26,0.08860980436293488
2020-03-27,0.09555563013232972
2020-03-28,0.10426583946988631
2020-03-29,0.11222883842204422
2020-03-30,0.11742465214491407
2020-03-31,0.11891130135248577
2020-04-01,0.11880145815701794
2020-04-02,0.11454614333255501
2020-04-03,0.10953591563896047
2020-04-04,0.10111791748313267
2020-04-05,0.0955739116736551
2020-04-06,0.09417558656800817
2020-04-07,0.09385575477095066
2020-04-08,0.09298054547019395
2020-04-09,0.09347544497140949
2020-04-10,0.09405975371863662
2020-04-11,0.09760930826443517
2020-04-12,0.09527459662196558
2020-04-13,0.0979018813371586
2020-04-14,0.09812700685039218
2020-04-15,0.10076510025626455
2020-04-16,0.10322418642455192
2020-04-17,0.10454065479272111
2020-04-18,0.10148133233117895
2020-04-19,0.10489069184769391
2020-04-20,0.10816782353575032
2020-04-21,0.10916824058802958
2020-04-22,0.11076641805935769
2020-04-23,0.11056648819154624
2020-04-24,0.11235089876428597
2020-04-25,0.11744437266866904
2020-04-26,0.12200378701376345
2020-04-27,0.12192105290278454
2020-04-28,0.12982722714889466
2020-04-29,0.13874262113138233
2020-04-30,0.1484962297125684
2020-05-01,0.15585386262218845
2020-05-02,0.16327812054310153
2020-05-03,0.1724552124021336
2020-05-04,0.18277252285388276
2020-05-05,0.19255799629146533
2020-05-06,0.1971883057963966
2020-05-07,0.2017482694300783
2020-05-08,0.2091415511114181
2020-05-09,0.2157201038686856
2020-05-10,0.22640829284146452
2020-05-11,0.23476370100565389
2020-05-12,0.24130446361258082
2020-05-13,0.24888679105639863
2020-05-14,0.25975173554768527
2020-05-15,0.2667638771234904
2020-05-16,0.2785015752603358
2020-05-17,0.2874500545884164
2020-05-18,0.2962462703797382
2020-05-19,0.30561042958247603
2020-05-20,0.31495255926783455
2020-05-21,0.3275513645495667
2020-05-22,0.3398709883356714
2020-05-23,0.34656575473424134
2020-05-24,0.3531367347881587
2020-05-25,0.3585134364930219
2020-05-26,0.3599684595268817
2020-05-27,0.3614412079978268
2020-05-28,0.35689102935697925
2020-05-29,0.3538267765706919
2020-05-30,0.3539105202315745
2020-05-31,0.34918749644258257
2020-06-01,0.34710794532880723
2020-06-02,0.34433163307343584
2020-06-03,0.33952496655603553
2020-06-04,0.3394232199343941
2020-06-05,0.33682093856826206
2020-06-06,0.3351726473444003
2020-06-07,0.3340704441826689
2020-06-08,0.3305703651737308
2020-06-09,0.3251408648211379
2020-06-10,0.32469102344209927
2020-06-11,0.31825347207663285
2020-06-12,0.3135868335786869
2020-06-13,0.30666839600879797
2020-06-14,0.30405193092458477
2020-06-15,0.3012379160876145
2020-06-16,0.30159690200146
2020-06-17,0.29921108256720813
2020-06-17,0.4007588813608027
2020-06-18,0.39907039536377303
2020-06-19,0.39178298321278104
2020-06-20,0.3838195277832071
2020-06-21,0.38168088457436716
2020-06-22,0.37894102519534745
2020-06-22,0.48138876585744855
2020-06-22,0.48138876585744855
2020-06-22,0.5857208549876375
2020-06-22,0.6924014813938213
2020-06-22,0.7945302323556064
2020-06-22,0.8964710086661306
2020-06-22,1
2020-06-22,1
2020-06-23,0.8940137931034482
2020-06-23,0.8940137931034482
2020-06-23,0.8940137931034482
2020-06-23,0.8940137931034482
2020-06-23,0.8940137931034482
2020-06-23,0.8940137931034482
2020-06-23,0.8940137931034482
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,0.9285714285714286
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-23,1
2020-06-24,0.8904553666402147
2020-06-24,0.8904553666402147
2020-06-24,0.8904553666402147
2020-06-24,0.8904553666402147
2020-06-24,0.8904553666402147
2020-06-24,0.8904553666402147
2020-06-24,0.8904553666402147
2020-06-24,1
2020-06-24,1
2020-06-24,1
2020-06-24,1
2020-06-24,1
2020-06-24,1
2020-06-24,1
2020-06-24,0.9285714285714286
2020-06-24,0.8571428571428571
2020-06-24,0.7857142857142857
2020-06-24,0.7857142857142857
2020-06-24,0.7857142857142857
2020-06-24,0.7857142857142857
2020-06-24,0.7142857142857143
2020-06-24,0.7857142857142857
2020-06-24,0.8571428571428571
2020-06-24,0.9285714285714286
2020-06-24,0.8214285714285714
2020-06-24,0.8214285714285714
2020-06-24,0.75
2020-06-24,0.8214285714285714
2020-06-24,0.8214285714285714
2020-06-24,0.8214285714285714
2020-06-24,0.8214285714285714
2020-06-24,0.9285714285714286
2020-06-24,0.9285714285714286
2020-06-24,0.9285714285714286
2020-06-24,0.9285714285714286
2020-06-24,0.8809523809523808
2020-06-24,0.8809523809523808
2020-06-24,0.7857142857142857
2020-06-24,0.7
2020-06-24,0.6047619047619047
2020-06-24,0.5809523809523809
2020-06-24,0.5809523809523809
2020-06-24,0.6285714285714284
2020-06-24,0.6285714285714284
2020-06-24,0.6523809523809524
2020-06-24,0.738095238095238
2020-06-24,0.8333333333333333
2020-06-24,0.9285714285714286
2020-06-24,0.8571428571428571
2020-06-24,0.8095238095238094
2020-06-24,0.8095238095238094
2020-06-24,0.8809523809523808
2020-06-24,0.8809523809523808
2020-06-24,0.8095238095238094
2020-06-24,0.8095238095238094
2020-06-24,0.8809523809523808
2020-06-24,0.9285714285714286
2020-06-24,0.8571428571428571
2020-06-24,0.7857142857142857
2020-06-24,0.7142857142857143
2020-06-24,0.7857142857142857
2020-06-24,0.7857142857142857
2020-06-24,0.7142857142857143
2020-06-24,0.7142857142857143
2020-06-24,0.7857142857142857
2020-06-24,0.8571428571428571
2020-06-24,0.9285714285714286
2020-06-24,0.9285714285714286
2020-06-24,0.9285714285714286
2020-06-24,1
2020-06-24,1
2020-06-24,0.9523809523809523
2020-06-24,0.9523809523809523
2020-06-24,0.9523809523809523
2020-06-24,0.9523809523809523
2020-06-24,0.9166666666666666
2020-06-24,0.9166666666666666
2020-06-24,0.8809523809523808
2020-06-24,0.9285714285714286
2020-06-24,0.9285714285714286
2020-06-24,0.8571428571428571
2020-06-24,0.7857142857142857
2020-06-24,0.8214285714285714
2020-06-24,0.7142857142857143
2020-06-24,0.75
2020-06-24,0.75
2020-06-24,0.75
2020-06-24,0.8214285714285714
2020-06-24,0.8214285714285714
2020-06-24,0.8214285714285714
