"fecha";"region";"servicio.salud";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-04-01";15;151011;3.89909166633612;1.58660901987228;6.35635238586332
"2020-04-02";15;151011;4.08551822617112;1.58660901987228;7.53639284439332
"2020-04-03";15;151011;4.54761810320892;1.58660901987228;7.14965689579946
"2020-04-04";15;151011;5.51148308278133;2.37991352980842;9.52957042560787
"2020-04-05";15;151011;4.82725794296141;1.98326127484035;8.33961366070366
"2020-04-06";15;151011;4.27392804728095;1.57669271349808;7.93304509936139
"2020-04-07";15;151011;4.01412082027686;1.18995676490421;7.14965689579946
"2020-04-08";15;151011;4.16881519971441;1.57669271349808;6.75300464083139
"2020-04-09";15;151011;3.31006306770854;1.18995676490421;5.95970013089525
"2020-04-10";15;151011;3.06017214707866;0.793304509936139;6.34643607948911
"2020-04-11";15;151011;2.77854904605133;0.793304509936139;4.77965967236524
"2020-04-12";15;151011;2.84399666812106;0.793304509936139;5.55313156955297
"2020-04-13";15;151011;3.01852366030701;0.793304509936139;5.16639562095911
"2020-04-14";15;151011;2.48304311610012;0.396652254968069;4.75982705961683
"2020-04-15";15;151011;2.8261473166475;0.793304509936139;5.56304787592718
"2020-04-16";15;151011;3.08397128237674;0.793304509936139;5.57296418230138
"2020-04-17";15;151011;3.89512514378644;1.18995676490421;6.75300464083139
"2020-04-18";15;151011;3.90504145016064;1.18995676490421;7.53639284439332
"2020-04-19";15;151011;4.15096584824085;1.18995676490421;7.53639284439332
"2020-04-20";15;151011;4.82924120423625;1.98326127484035;8.72634960929753
"2020-04-21";15;151011;4.01015429772718;1.58660901987228;7.13974058942525
"2020-04-22";15;151011;4.13509975804212;1.98326127484035;7.93304509936139
"2020-04-23";15;151011;2.78648209115069;0.793304509936139;5.1564793145849
"2020-04-24";15;151011;2.74483360437904;0.793304509936139;5.56304787592718
"2020-04-25";15;151011;2.6496370631867;0.793304509936139;5.1564793145849
"2020-04-26";15;151011;2.90151124509143;1.18004045853001;5.56304787592718
"2020-04-27";15;151011;2.6397207568125;0.396652254968069;5.1564793145849
"2020-04-28";15;151011;3.12760303042323;0.793304509936139;5.55313156955297
"2020-04-29";15;151011;3.23073261671493;1.18995676490421;5.95970013089525
"2020-04-30";15;151011;2.67938598230931;0.793304509936139;4.76974336599104
"2020-05-01";15;151011;2.50485899012336;0.793304509936139;4.75982705961683
"2020-05-02";15;151011;2.17167109595018;0.396652254968069;4.75982705961683
"2020-05-03";15;151011;2.46122724207687;0.396652254968069;4.76974336599104
"2020-05-04";15;151011;2.42156201658006;0.396652254968069;4.75982705961683
"2020-05-05";15;151011;2.51477529649756;0.396652254968069;5.1564793145849
"2020-05-06";15;151011;2.78846535242553;0.793304509936139;5.16639562095911
"2020-05-07";15;151011;2.52270834159692;0.793304509936139;4.75982705961683
"2020-05-08";15;151011;2.94117647058824;1.18995676490421;5.94978382452104
"2020-05-09";15;151011;3.09587085002578;1.18995676490421;5.55313156955297
"2020-05-10";15;151011;3.43699178929832;1.18995676490421;6.34643607948911
"2020-05-11";15;151011;4.70826226647099;1.58660901987228;7.54630915076752
"2020-05-12";15;151011;4.20451390266154;1.58660901987228;7.54630915076752
"2020-05-13";15;151011;5.0037681964222;2.37991352980842;8.73626591567173
"2020-05-14";15;151011;5.08111538614097;2.37991352980842;8.33961366070366
"2020-05-15";15;151011;5.12871365673714;2.37991352980842;8.73626591567173
"2020-05-16";15;151011;6.42774979175757;3.17321803974456;10.3129586291698
"2020-05-17";15;151011;6.58244417119511;3.17321803974456;9.91630637420174
"2020-05-18";15;151011;7.98659315378208;3.95660624330649;13.4861766689144
"2020-05-19";15;151011;8.45860933719408;4.75982705961683;13.4861766689144
"2020-05-20";15;151011;7.24881995954147;3.55995398833842;11.8995676490421
"2020-05-21";15;151011;8.33763039942882;3.95660624330649;12.6928721589782
"2020-05-22";15;151011;8.80171353774146;5.1465630082107;13.4861766689144
"2020-05-23";15;151011;9.78342786878743;5.55313156955297;14.6761334338186
"2020-05-24";15;151011;8.55578913966126;4.75982705961683;13.8828289238824
"2020-05-25";15;151011;8.63908611320455;4.75982705961683;13.0895244139463
"2020-05-26";15;151011;8.39316171512435;4.36317480464876;12.6928721589782
"2020-05-27";15;151011;9.96985442862243;5.94978382452104;15.876006505097
"2020-05-28";15;151011;10.9654515885923;6.34643607948911;15.876006505097
"2020-05-29";15;151011;13.1153068105192;8.32969735432946;18.6525722898735
"2020-05-30";15;151011;14.4421086033874;9.89647376145333;20.2391813097457
"2020-05-31";15;151011;13.0478759271746;7.53639284439332;18.2559200349054
"2020-06-01";15;151011;19.3486969973424;13.0895244139463;25.7923128792987
"2020-06-02";15;151011;15.4872872952283;9.51965411923367;22.6190948395542
"2020-06-03";15;151011;14.2417992146285;9.1230018642656;21.0225695133077
"2020-06-04";15;151011;12.8872317639126;8.31978104795526;17.8592677799373
"2020-06-05";15;151011;12.0185633255325;7.13974058942525;17.4626155249693
"2020-06-06";15;151011;14.6543175597953;9.50973781285947;20.6259172583396
"2020-06-07";15;151011;12.869382412439;7.53639284439332;19.0591408512157
"2020-06-08";15;151011;15.0648526436873;9.10316925151719;23.005830788148
"2020-06-09";15;151011;14.5115227480068;8.72634960929753;21.0324858196819
"2020-06-10";15;151011;18.297568521677;12.682955852604;26.1790488278926
"2020-06-11";15;151011;13.938360239578;8.71643330292333;20.2292650033715
"2020-06-12";15;151011;14.2378326920789;9.1230018642656;21.42913807465
"2020-06-13";15;151011;18.236087422157;11.8995676490421;25.7923128792987
"2020-06-14";15;151011;17.1690928562929;11.8698187299195;23.8189679108326
"2020-06-15";15;151011;17.8870334377851;11.502915394074;24.6122724207687
"2020-06-16";15;151011;15.9057554242196;10.3030423227956;22.2125262782119
"2020-06-17";15;151011;14.5472214509539;8.32969735432946;19.8425290547777
"2020-06-18";15;151011;15.2592122486216;9.90639006782754;21.8158740232438
"2020-06-19";15;151011;18.7358692634168;12.6928721589782;24.9990083693626
"2020-06-20";15;151011;15.4059735829598;9.89647376145333;23.0157470945222
"2020-06-21";15;151011;16.7169092856293;11.4830827813256;25.3956606243307
"2020-06-22";15;151011;19.6104874856214;13.8828289238824;26.9723533378287
"2020-06-23";15;151011;19.5172742057039;13.4861766689144;26.9822696442029
"2020-06-24";15;151011;15.5130696918012;10.3129586291698;22.6290111459284
"2020-06-25";15;151011;19.6620522787672;13.4861766689144;28.1722264091071
"2020-06-26";15;151011;20.8440759985721;14.2794811788505;28.9556146126691
"2020-06-27";15;151011;23.1525921224862;16.6494784022847;31.7420967038198
"2020-06-28";15;151011;22.5278648209115;15.8660901987228;30.5422236325414
"2020-06-29";15;151011;20.3502439411368;13.4861766689144;27.7755741541391
"2020-06-30";15;151011;23.9359803260482;15.8462575859744;32.932053468724
"2020-07-01";15;151011;28.1781761929317;20.2193486969973;37.6819642219666
"2020-07-02";15;151011;21.6016818055611;14.6761334338186;28.9655309190433
"2020-07-03";15;151011;24.3782475903376;17.056046963627;32.1288326524136
"2020-07-04";15;151011;26.1711157827932;18.2460037285312;34.9053984371901
"2020-07-05";15;151011;29.5644758240451;20.2193486969973;38.0984490896831
"2020-07-06";15;151011;37.4439728689858;27.7557415413907;48.3915751061045
"2020-07-07";15;151011;30.0404585300067;19.8226964420293;40.8650985680854
"2020-07-08";15;151011;41.1566379754869;30.9388758875094;55.5511483082781
"2020-07-09";15;151011;41.6841854745944;31.3156955297291;54.4405219943676
"2020-07-10";15;151011;52.5187418190472;39.2586569354647;67.8374519059141
"2020-07-11";15;151011;38.9591844829638;27.3690055927968;50.3748363809448
"2020-07-12";15;151011;40.2721034469081;28.9357819999207;51.1780571972552
"2020-07-13";15;151011;48.5145373051446;35.6788703343778;60.707627622863
"2020-07-14";15;151011;41.5969219785014;31.7321803974456;53.1613184720955
"2020-07-15";15;151011;50.1923763436595;38.4752687319027;64.2576653048273
"2020-07-16";15;151011;49.0619174170005;39.6652254968069;62.6908888977034
"2020-07-17";15;151011;55.9418507794217;44.4250525564238;71.0205862520329
"2020-07-18";15;151011;51.7651025346079;41.2320019039308;65.0608861211376
"2020-07-19";15;151011;38.3761056681607;27.7259926222681;52.3878465749078
"2020-07-20";15;151011;56.1401769069057;43.2251794851454;71.8337233747174
"2020-07-21";15;151011;41.8170639800087;31.7222640910714;56.3742017373369
"2020-07-22";15;151011;52.8400301455714;41.2220855975566;68.620840109476
"2020-07-23";15;151011;39.1912260521201;28.1523937963587;52.7745825235016
"2020-07-24";15;151011;34.9906786720083;24.5924398080203;48.8179762801952
"2020-07-25";15;151011;32.8130577922336;22.5992622268058;45.2183570663599
"2020-07-26";15;151011;30.534290587442;21.0225695133077;40.4981952322399
"2020-07-27";15;151011;37.701796834715;27.7557415413907;50.7714886359129
"2020-07-28";15;151011;29.552576256396;19.0194756257189;40.061877751775
"2020-07-29";15;151011;22.3077228194042;13.8729126175082;32.5254849073817
"2020-07-30";15;151011;19.6957677204395;9.91630637420174;28.9655309190433
"2020-07-31";15;151011;16.6990599341557;8.71643330292333;30.1753202966959
"2020-08-01";15;151011;17.0838126214748;7.91321248661299;32.1585815715362
"2020-04-01";1;11011;1.02671818545195;0.261251446679886;2.09654285960609
"2020-04-02";1;11011;1.20698168366107;0.261251446679886;2.61251446679886
"2020-04-03";1;11011;1.31670729126663;0.261251446679886;2.61251446679886
"2020-04-04";1;11011;1.30756349063283;0.261251446679886;2.61904575296586
"2020-04-05";1;11011;1.26576325916405;0.261251446679886;2.61251446679886
"2020-04-06";1;11011;1.31278851956643;0.261251446679886;2.61251446679886
"2020-04-07";1;11011;1.47737693097476;0.261251446679886;3.14154864632563
"2020-04-08";1;11011;1.40030775420419;0.261251446679886;2.61904575296586
"2020-04-09";1;11011;1.65372165748368;0.522502893359772;3.14154864632563
"2020-04-10";1;11011;1.45125178630677;0.261251446679886;3.13501736015863
"2020-04-11";1;11011;1.65110914301688;0.515971607192775;3.39626880683852
"2020-04-12";1;11011;1.52832096307733;0.261251446679886;3.13501736015863
"2020-04-13";1;11011;1.94632327776515;0.515971607192775;3.6575202535184
"2020-04-14";1;11011;2.40481956668835;1.03847450055255;4.44780587972506
"2020-04-15";1;11011;2.64647715486725;0.783754340039658;4.70252604023795
"2020-04-16";1;11011;2.47405120005852;0.783754340039658;4.18655443304517
"2020-04-17";1;11011;2.53283277556149;1.04500578671954;4.70905732640495
"2020-04-18";1;11011;2.41788213902234;1.04500578671954;4.70252604023795
"2020-04-19";1;11011;2.81759685244257;1.04500578671954;4.70252604023795
"2020-04-20";1;11011;3.25911179733158;1.30625723339943;5.75406311312449
"2020-04-21";1;11011;3.41325015087271;1.56750868007932;5.74753182695749
"2020-04-22";1;11011;2.9730414632171;1.30625723339943;5.48628038027761
"2020-04-23";1;11011;2.99655409341829;1.30625723339943;5.23809150593172
"2020-04-24";1;11011;3.93967181593268;2.08348028727209;6.02184584597138
"2020-04-25";1;11011;3.77247089005755;1.8222288405922;6.53128616699715
"2020-04-26";1;11011;5.90950772389902;3.13501736015863;9.41158336664289
"2020-04-27";1;11011;6.96888234018596;3.91877170019829;10.1953377066826
"2020-04-28";1;11011;9.36586436347391;5.48628038027761;13.5850752273541
"2020-04-29";1;11011;6.73767480987426;3.91877170019829;10.1888064205156
"2020-04-30";1;11011;8.19937665404822;4.70252604023795;11.501594940082
"2020-05-01";1;11011;10.9150854422856;6.27003472031726;15.4203666402803
"2020-05-02";1;11011;11.1959307474665;7.30197793470281;16.4653724269998
"2020-05-03";1;11011;13.6125066292555;8.62129774043624;18.294132553759
"2020-05-04";1;11011;14.9618703513571;10.7047780277083;19.8877663785063
"2020-05-05";1;11011;12.365030971359;8.09879484707647;16.7266238736797
