"fecha";"region";"servicio.salud";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-05-10";10;101012;2.03278265358802;0.403329891584925;4.43662880743418
"2020-05-11";10;101012;1.99043301497161;0.403329891584925;4.43662880743418
"2020-05-12";10;101012;1.76255162622612;0.393246644295302;3.64005227155395
"2020-05-13";10;101012;1.09100735673722;0;2.41997934950955
"2020-05-14";10;101012;1.0647909137842;0;2.41997934950955
"2020-05-15";10;101012;0.903458957150232;0;2.41997934950955
"2020-05-16";10;101012;0.990174883840991;0;2.41997934950955
"2020-05-17";10;101012;1.12529039752194;0;2.82330924109448
"2020-05-18";10;101012;1.17772328342798;0;3.23672237996903
"2020-05-19";10;101012;1.3511551368095;0;3.2266391326794
"2020-05-20";10;101012;1.65163590604027;0;3.62996902426433
"2020-05-21";10;101012;2.68214377903975;0.80665978316985;6.07011486835313
"2020-05-22";10;101012;3.43838732576149;1.20998967475478;6.85660815694373
"2020-05-23";10;101012;4.11799819308209;1.6133195663397;6.86669140423335
"2020-05-24";10;101012;4.42452891068663;1.6133195663397;8.0665978316985
"2020-05-25";10;101012;3.99296592669076;1.20998967475478;7.25993804852865
"2020-05-26";10;101012;4.20874741868869;2.006566210635;7.2801045431079
"2020-05-27";10;101012;3.85583376355188;1.20998967475478;7.27002129581828
"2020-05-28";10;101012;3.05925722767166;0.80665978316985;6.0600316210635
"2020-05-29";10;101012;2.47241223541559;0.403329891584925;5.24328859060403
"2020-05-30";10;101012;2.38367965926691;0.403329891584925;4.86012519359835
"2020-05-31";10;101012;2.13966507485803;0.403329891584925;4.04338216313888
"2020-06-01";10;101012;2.44619579246257;0.796576535880227;4.8399586990191
"2020-06-02";10;101012;2.82330924109448;0.80665978316985;5.64661848218895
"2020-06-03";10;101012;3.07337377387713;0.80665978316985;6.0600316210635
"2020-06-04";10;101012;3.05522392875581;0.80665978316985;5.65670172947858
"2020-06-05";10;101012;2.55711151264843;0.403329891584925;5.24328859060403
"2020-06-06";10;101012;2.19814790913784;0.403329891584925;4.43662880743418
"2020-06-07";10;101012;2.18806466184822;0.403329891584925;4.4467120547238
"2020-06-08";10;101012;2.35746321631389;0.403329891584925;4.4467120547238
