"fecha";"region";"provincia";"carga.estimada";"carga.liminf";"carga.lisup"
"2020-05-03";8;83;1.73375315039954;0.472412302561183;3.07658512042971
"2020-05-04";8;83;2.19081205312749;0.708618453841775;4.02140972555207
"2020-05-05";8;83;2.17073453026864;0.944824605122367;3.78520357427148
"2020-05-06";8;83;2.44237160424132;1.18103075640296;4.25171072305065
"2020-05-07";8;83;2.98800781369948;1.41723690768355;4.96623433067444
"2020-05-08";8;83;3.54073020769607;1.65344305896414;5.43274147945361
"2020-05-09";8;83;3.1120160431218;1.65344305896414;5.43274147945361
"2020-05-10";8;83;3.71670379040011;1.88374405646272;6.37756608457597
"2020-05-11";8;83;4.39933956760102;2.3561563590239;6.86178869470119
"2020-05-12";8;83;5.14693203640409;2.8344738153671;7.56450199476095
"2020-05-13";8;83;4.92253619268753;2.8344738153671;7.32239068969834
"2020-05-14";8;83;4.65562324174046;2.59826766408651;6.85588354091917
"2020-05-15";8;83;4.21864186187137;1.88374405646272;6.61377223585657
"2020-05-16";8;83;4.21273670808935;2.11995020774331;6.38347123835799
"2020-05-17";8;83;5.5508445550939;2.82856866158509;8.50932659988332
"2020-05-18";8;83;5.64414598484974;3.07067996664769;8.5034214461013
"2020-05-19";8;83;6.05278262656516;3.06477481286568;8.97583374866248
"2020-05-20";8;83;7.14169298396869;4.72412302561183;10.393070656346
"2020-05-21";8;83;6.08821354925725;3.53718711542686;8.98764405622652
"2020-05-22";8;83;6.19804940960273;3.54309226920887;8.98764405622652
"2020-05-23";8;83;6.61731532812578;4.00369426420603;9.44824605122367
"2020-05-24";8;83;7.59875188669663;4.48791687433124;10.8713881126892
"2020-05-25";8;83;8.97347168714968;5.19653532817302;12.2886250203728
"2020-05-26";8;83;7.76527722334945;4.48201172054923;10.8654829589072
"2020-05-27";8;83;7.746380731247;5.43274147945361;11.3378952614684
"2020-05-28";8;83;6.63384975871542;4.25171072305065;10.1568645050654
"2020-05-29";8;83;6.55826379030563;3.77339326670745;9.92065835378485
"2020-05-30";8;83;6.45905720676778;4.01550457177006;9.44824605122367
"2020-05-31";8;83;6.29016980860216;3.30688611792828;9.22385020750711
"2020-06-01";8;83;6.57007409786966;4.01550457177006;10.1568645050654
"2020-06-02";8;83;6.05160159580876;3.77339326670745;8.73962759738189
"2020-06-03";8;83;7.04248640043084;4.48791687433124;10.1568645050654
"2020-06-04";8;83;6.83934911032953;4.00959941798804;9.92656350756687
"2020-06-05";8;83;6.73423737300967;4.01550457177006;9.92656350756687
"2020-06-06";8;83;6.64211697401024;3.77929842048947;9.21203989994307
"2020-06-07";8;83;6.54999657501081;3.07067996664769;9.21203989994307
"2020-06-08";8;83;6.81454746444507;4.01550457177006;9.92656350756687
"2020-06-09";8;83;7.84204422251564;4.72412302561183;11.1075942639698
"2020-06-10";8;83;8.52113690744734;5.43274147945361;12.2827198665908
"2020-06-11";8;83;7.53970034887649;4.48791687433124;10.8772932664712
"2020-06-12";8;83;8.10187098892429;4.96032917689242;11.580006566531
"2020-06-13";8;83;8.64160204460044;5.43274147945361;11.580006566531
"2020-06-14";8;83;9.5013924352618;6.13545477951337;12.7551321691519
"2020-06-15";8;83;12.4268056188719;8.49751629231928;17.4792551947638
"2020-06-16";8;83;14.3873166745008;10.6292768076266;19.6169208638531
"2020-06-17";8;83;14.2514981375145;10.6233716538446;18.4299849536682
"2020-06-18";8;83;12.0382465000154;8.26131014103869;16.3041295921428
"2020-06-19";8;83;11.5162309056852;8.0251039897581;15.589605984519
"2020-06-20";8;83;10.7355695757029;8.01329368219407;14.1782742306175
"2020-06-21";8;83;10.296226134321;6.61377223585657;14.6447813793967
"2020-06-22";8;83;11.5870927510694;7.55269168719692;15.589605984519
"2020-06-23";8;83;13.4519403154297;9.21203989994307;17.7213664998264
"2020-06-24";8;83;13.7790858349533;10.1450541975014;18.1937788023876
"2020-06-25";8;83;11.4867051367752;8.03100914354012;16.0679234408622
"2020-06-26";8;83;10.8241468824331;7.78889783847751;14.4085752281161
"2020-06-27";8;83;8.1054140811935;5.190630174391;11.8103075640296
"2020-06-28";8;83;8.11722438875753;4.96032917689242;11.585911720313
"2020-06-29";8;83;9.13645393153329;5.89924862823278;12.9972434742146
"2020-06-30";8;83;10.8371382207535;7.31648553591633;14.6506865331787
"2020-07-01";8;83;12.608684355358;8.96992859488047;16.776541894704
"2020-07-02";8;83;12.0595050536306;8.25540498725668;16.776541894704
