codigo_comuna,comuna_residencia,fecha,positividad
13123,providencia,2020-03-17,0.26286713959894553
13124,pudahuel,2020-03-17,NA
13125,quilicura,2020-03-17,0.17012987012987013
13126,quinta normal,2020-03-17,0.18452380952380953
13127,recoleta,2020-03-17,NA
13128,renca,2020-03-17,NA
13129,san joaquin,2020-03-17,NA
13130,san miguel,2020-03-17,0.15584415584415584
13131,san ramon,2020-03-17,NA
13132,vitacura,2020-03-17,0.25271191995329934
13201,puente alto,2020-03-17,0.11150793650793651
13202,pirque,2020-03-17,NA
13203,san jose de maipo,2020-03-17,NA
13301,colina,2020-03-17,0.15598845598845598
13302,lampa,2020-03-17,0.00751879699248121
13303,tiltil,2020-03-17,NA
13401,san bernardo,2020-03-17,NA
13402,buin,2020-03-17,NA
13403,calera de tango,2020-03-17,NA
13404,paine,2020-03-17,NA
13501,melipilla,2020-03-17,NA
13502,alhue,2020-03-17,NA
13503,curacavi,2020-03-17,NA
13601,talagante,2020-03-17,NA
13602,el monte,2020-03-17,NA
13605,penaflor,2020-03-17,NA
14101,valdivia,2020-03-17,0
14201,la union,2020-03-17,NA
15101,arica,2020-03-17,0.09523809523809523
16101,chillan,2020-03-17,0.20714713212050798
16102,bulnes,2020-03-17,NA
16103,chillan viejo,2020-03-17,NA
16109,yungay,2020-03-17,NA
16202,cobquecura,2020-03-17,NA
16205,portezuelo,2020-03-17,NA
16301,san carlos,2020-03-17,NA
16302,coihueco,2020-03-17,NA
16304,san fabian,2020-03-17,NA
01101,iquique,2020-03-18,0
01107,alto hospicio,2020-03-18,NA
01404,huara,2020-03-18,NA
01405,pica,2020-03-18,NA
02101,antofagasta,2020-03-18,0.02197802197802198
02104,taltal,2020-03-18,NA
02201,calama,2020-03-18,NA
03101,copiapo,2020-03-18,NA
03102,caldera,2020-03-18,NA
03301,vallenar,2020-03-18,NA
03303,freirina,2020-03-18,NA
04101,la serena,2020-03-18,0
04102,coquimbo,2020-03-18,0.04761904761904762
04106,vicuna,2020-03-18,NA
04201,illapel,2020-03-18,NA
04203,los vilos,2020-03-18,NA
04301,ovalle,2020-03-18,0
05101,valparaiso,2020-03-18,0.08095238095238096
05103,con con,2020-03-18,NA
05107,quintero,2020-03-18,NA
05109,vina del mar,2020-03-18,0.10420531849103278
05201,isla de pascua,2020-03-18,NA
05302,calle larga,2020-03-18,NA
05303,rinconada,2020-03-18,NA
05502,calera,2020-03-18,NA
05601,san antonio,2020-03-18,NA
05603,cartagena,2020-03-18,NA
05701,san felipe,2020-03-18,NA
05801,quilpue,2020-03-18,0.026785714285714284
05802,limache,2020-03-18,NA
05803,olmue,2020-03-18,NA
05804,villa alemana,2020-03-18,0.04761904761904762
06101,rancagua,2020-03-18,0.11904761904761905
06103,coinco,2020-03-18,NA
06105,donihue,2020-03-18,NA
06108,machali,2020-03-18,0.07142857142857142
06110,mostazal,2020-03-18,NA
06111,olivar,2020-03-18,NA
06112,peumo,2020-03-18,NA
06115,rengo,2020-03-18,NA
06116,requinoa,2020-03-18,NA
06201,pichilemu,2020-03-18,NA
06301,san fernando,2020-03-18,NA
07101,talca,2020-03-18,0.11904761904761904
07102,constitucion,2020-03-18,NA
07109,san clemente,2020-03-18,NA
07201,cauquenes,2020-03-18,NA
07202,chanco,2020-03-18,NA
07301,curico,2020-03-18,0.05714285714285713
07304,molina,2020-03-18,NA
07308,teno,2020-03-18,NA
07401,linares,2020-03-18,0
07402,colbun,2020-03-18,NA
07405,retiro,2020-03-18,NA
07406,san javier,2020-03-18,NA
07408,yerbas buenas,2020-03-18,NA
08101,concepcion,2020-03-18,0.11044973544973545
08102,coronel,2020-03-18,NA
08103,chiguayante,2020-03-18,0.07142857142857142
08105,hualqui,2020-03-18,NA
08107,penco,2020-03-18,NA
08108,san pedro de la paz,2020-03-18,0.07359307359307359
08110,talcahuano,2020-03-18,0.04761904761904762
08111,tome,2020-03-18,NA
08112,hualpen,2020-03-18,NA
08201,lebu,2020-03-18,NA
08301,los angeles,2020-03-18,0.017913121361397222
08303,cabrero,2020-03-18,NA
08304,laja,2020-03-18,NA
08305,mulchen,2020-03-18,NA
08311,santa barbara,2020-03-18,NA
08313,yumbel,2020-03-18,NA
08314,alto biobio,2020-03-18,NA
09101,temuco,2020-03-18,0.3395869895869896
09107,gorbea,2020-03-18,NA
09108,lautaro,2020-03-18,NA
09111,nueva imperial,2020-03-18,NA
09112,padre las casas,2020-03-18,0.25000000000000006
09116,saavedra,2020-03-18,NA
09120,villarrica,2020-03-18,NA
09201,angol,2020-03-18,NA
09204,ercilla,2020-03-18,NA
09207,lumaco,2020-03-18,NA
09211,victoria,2020-03-18,NA
10101,puerto montt,2020-03-18,0
10109,puerto varas,2020-03-18,NA
10202,ancud,2020-03-18,NA
10206,puqueldon,2020-03-18,NA
10301,osorno,2020-03-18,0.08333333333333334
10304,puyehue,2020-03-18,NA
11101,coyhaique,2020-03-18,0
11201,aisen,2020-03-18,NA
11301,cochrane,2020-03-18,NA
11303,tortel,2020-03-18,NA
12101,punta arenas,2020-03-18,0.13979949874686717
12401,natales,2020-03-18,NA
13101,santiago,2020-03-18,0.21878584829804343
13102,cerrillos,2020-03-18,NA
13103,cerro navia,2020-03-18,NA
13104,conchali,2020-03-18,NA
13105,el bosque,2020-03-18,NA
13106,estacion central,2020-03-18,0.08214285714285714
13107,huechuraba,2020-03-18,0.13619909502262442
13108,independencia,2020-03-18,0.15873015873015875
13109,la cisterna,2020-03-18,0.07653061224489797
13110,la florida,2020-03-18,0.12309176203913046
13111,la granja,2020-03-18,0.07142857142857142
13112,la pintana,2020-03-18,NA
13113,la reina,2020-03-18,0.13113275613275613
13114,las condes,2020-03-18,0.14717441193344807
13115,lo barnechea,2020-03-18,0.14314857449829246
13117,lo prado,2020-03-18,NA
13118,macul,2020-03-18,0.08321123321123321
13119,maipu,2020-03-18,0.05448898927159797
13120,nunoa,2020-03-18,0.17946092578445522
13121,pedro aguirre cerda,2020-03-18,NA
13122,penalolen,2020-03-18,0.12559523809523807
13123,providencia,2020-03-18,0.21702492211493699
13124,pudahuel,2020-03-18,0.11904761904761907
13125,quilicura,2020-03-18,0.18033395176252318
13126,quinta normal,2020-03-18,0.22023809523809526
13127,recoleta,2020-03-18,0.22017543859649122
13128,renca,2020-03-18,NA
13129,san joaquin,2020-03-18,0.09523809523809523
13130,san miguel,2020-03-18,0.1939393939393939
13131,san ramon,2020-03-18,NA
13132,vitacura,2020-03-18,0.2343136515550309
13201,puente alto,2020-03-18,0.12511337868480726
13202,pirque,2020-03-18,NA
13301,colina,2020-03-18,0.12170274170274173
13302,lampa,2020-03-18,0.00751879699248121
13401,san bernardo,2020-03-18,NA
13402,buin,2020-03-18,NA
13404,paine,2020-03-18,NA
13501,melipilla,2020-03-18,NA
13503,curacavi,2020-03-18,NA
13504,maria pinto,2020-03-18,NA
13601,talagante,2020-03-18,NA
13602,el monte,2020-03-18,NA
13603,isla de maipo,2020-03-18,NA
13604,padre hurtado,2020-03-18,NA
13605,penaflor,2020-03-18,NA
14101,valdivia,2020-03-18,0
14107,paillaco,2020-03-18,NA
14201,la union,2020-03-18,NA
15101,arica,2020-03-18,0.09523809523809523
16101,chillan,2020-03-18,0.15000427497765081
16102,bulnes,2020-03-18,NA
16103,chillan viejo,2020-03-18,NA
16104,el carmen,2020-03-18,NA
16105,pemuco,2020-03-18,NA
16106,pinto,2020-03-18,NA
16107,quillon,2020-03-18,NA
16109,yungay,2020-03-18,NA
16203,coelemu,2020-03-18,NA
16206,ranquil,2020-03-18,NA
16301,san carlos,2020-03-18,NA
16302,coihueco,2020-03-18,NA
16303,niquen,2020-03-18,NA
16304,san fabian,2020-03-18,NA
16305,san nicolas,2020-03-18,NA
01101,iquique,2020-03-19,0
01107,alto hospicio,2020-03-19,NA
01401,pozo almonte,2020-03-19,NA
02101,antofagasta,2020-03-19,0.02708006279434851
02201,calama,2020-03-19,NA
02301,tocopilla,2020-03-19,NA
03101,copiapo,2020-03-19,0.03571428571428571
03301,vallenar,2020-03-19,NA
03304,huasco,2020-03-19,NA
04101,la serena,2020-03-19,0
04102,coquimbo,2020-03-19,0.07482993197278912
04103,andacollo,2020-03-19,NA
04201,illapel,2020-03-19,NA
04204,salamanca,2020-03-19,NA
04301,ovalle,2020-03-19,0
04304,punitaqui,2020-03-19,NA
05101,valparaiso,2020-03-19,0.10692640692640691
05102,casablanca,2020-03-19,NA
05103,con con,2020-03-19,NA
05105,puchuncavi,2020-03-19,NA
05107,quintero,2020-03-19,NA
05109,vina del mar,2020-03-19,0.11924291247599518
05201,isla de pascua,2020-03-19,NA
05301,los andes,2020-03-19,NA
05302,calle larga,2020-03-19,NA
05303,rinconada,2020-03-19,NA
05304,san esteban,2020-03-19,NA
05501,quillota,2020-03-19,NA
05502,calera,2020-03-19,NA
05504,la cruz,2020-03-19,NA
05601,san antonio,2020-03-19,NA
05602,algarrobo,2020-03-19,NA
05603,cartagena,2020-03-19,NA
05606,santo domingo,2020-03-19,NA
05701,san felipe,2020-03-19,NA
05703,llaillay,2020-03-19,NA
05801,quilpue,2020-03-19,0.026785714285714284
05802,limache,2020-03-19,NA
05803,olmue,2020-03-19,NA
05804,villa alemana,2020-03-19,0.0695970695970696
06101,rancagua,2020-03-19,0.11904761904761905
06102,codegua,2020-03-19,NA
06104,coltauco,2020-03-19,NA
06105,donihue,2020-03-19,NA
06106,graneros,2020-03-19,NA
06108,machali,2020-03-19,0.07142857142857142
06110,mostazal,2020-03-19,NA
06113,pichidegua,2020-03-19,NA
06115,rengo,2020-03-19,NA
06117,san vicente,2020-03-19,NA
06201,pichilemu,2020-03-19,NA
06301,san fernando,2020-03-19,NA
06310,santa cruz,2020-03-19,NA
07101,talca,2020-03-19,0.10822510822510822
07102,constitucion,2020-03-19,NA
07103,curepto,2020-03-19,NA
07104,empedrado,2020-03-19,NA
07105,maule,2020-03-19,NA
07108,rio claro,2020-03-19,NA
07109,san clemente,2020-03-19,NA
07201,cauquenes,2020-03-19,NA
07301,curico,2020-03-19,0.06309523809523808
07302,hualane,2020-03-19,NA
07304,molina,2020-03-19,NA
07308,teno,2020-03-19,NA
07401,linares,2020-03-19,0
07404,parral,2020-03-19,NA
07406,san javier,2020-03-19,0
08101,concepcion,2020-03-19,0.10194633408919122
08102,coronel,2020-03-19,NA
08103,chiguayante,2020-03-19,0.09999999999999999
08104,florida,2020-03-19,NA
08105,hualqui,2020-03-19,NA
08106,lota,2020-03-19,NA
08107,penco,2020-03-19,NA
08108,san pedro de la paz,2020-03-19,0.09039979628214923
08109,santa juana,2020-03-19,NA
08110,talcahuano,2020-03-19,0.06802721088435375
08111,tome,2020-03-19,NA
08112,hualpen,2020-03-19,NA
08201,lebu,2020-03-19,NA
08202,arauco,2020-03-19,NA
08204,contulmo,2020-03-19,NA
08205,curanilahue,2020-03-19,NA
08301,los angeles,2020-03-19,0.017913121361397222
08302,antuco,2020-03-19,NA
08304,laja,2020-03-19,NA
08307,negrete,2020-03-19,NA
09101,temuco,2020-03-19,0.3604033161176018
09102,carahue,2020-03-19,NA
09106,galvarino,2020-03-19,NA
09108,lautaro,2020-03-19,NA
09109,loncoche,2020-03-19,NA
09112,padre las casas,2020-03-19,0.2976190476190476
09119,vilcun,2020-03-19,NA
09120,villarrica,2020-03-19,NA
09201,angol,2020-03-19,NA
09203,curacautin,2020-03-19,NA
09204,ercilla,2020-03-19,NA
09205,lonquimay,2020-03-19,NA
09206,los sauces,2020-03-19,NA
09210,traiguen,2020-03-19,NA
09211,victoria,2020-03-19,0.11564625850340136
10101,puerto montt,2020-03-19,0
10102,calbuco,2020-03-19,NA
10104,fresia,2020-03-19,NA
10105,frutillar,2020-03-19,NA
10109,puerto varas,2020-03-19,NA
10202,ancud,2020-03-19,NA
10206,puqueldon,2020-03-19,NA
10301,osorno,2020-03-19,0.11340852130325815
10305,rio negro,2020-03-19,NA
10401,chaiten,2020-03-19,NA
11101,coyhaique,2020-03-19,0
11202,cisnes,2020-03-19,NA
12101,punta arenas,2020-03-19,0.16360902255639095
12401,natales,2020-03-19,NA
13101,santiago,2020-03-19,0.21219244170463683
13102,cerrillos,2020-03-19,NA
13103,cerro navia,2020-03-19,0.08333333333333334
13104,conchali,2020-03-19,NA
13105,el bosque,2020-03-19,0.01587301587301588
13106,estacion central,2020-03-19,0.08214285714285714
13107,huechuraba,2020-03-19,0.13619909502262442
13108,independencia,2020-03-19,0.15873015873015875
13109,la cisterna,2020-03-19,0.08843537414965988
13110,la florida,2020-03-19,0.10389053316048223
13111,la granja,2020-03-19,0.07142857142857142
13112,la pintana,2020-03-19,NA
13113,la reina,2020-03-19,0.15494227994227994
13114,las condes,2020-03-19,0.15015060240963857
13115,lo barnechea,2020-03-19,0.13827844462816258
13116,lo espejo,2020-03-19,NA
13117,lo prado,2020-03-19,0.03826530612244899
13118,macul,2020-03-19,0.08892551892551892
13119,maipu,2020-03-19,0.059250894033502734
13120,nunoa,2020-03-19,0.1970433433668728
13121,pedro aguirre cerda,2020-03-19,0
13122,penalolen,2020-03-19,0.12899659863945576
13123,providencia,2020-03-19,0.22746448255449742
13124,pudahuel,2020-03-19,0.13333333333333336
13125,quilicura,2020-03-19,0.13271490414347556
13126,quinta normal,2020-03-19,0.2641941391941392
13127,recoleta,2020-03-19,0.1920369104579631
13128,renca,2020-03-19,0.07653061224489796
13129,san joaquin,2020-03-19,0.11111111111111112
13130,san miguel,2020-03-19,0.20822510822510823
13131,san ramon,2020-03-19,0
13132,vitacura,2020-03-19,0.21039338577430003
13201,puente alto,2020-03-19,0.13550298907441766
13202,pirque,2020-03-19,NA
13203,san jose de maipo,2020-03-19,NA
13301,colina,2020-03-19,0.14425913268018536
13302,lampa,2020-03-19,0.01850780798149219
13303,tiltil,2020-03-19,NA
13401,san bernardo,2020-03-19,0.14204260651629072
13402,buin,2020-03-19,0.06168831168831168
13404,paine,2020-03-19,NA
13501,melipilla,2020-03-19,NA
13503,curacavi,2020-03-19,NA
13602,el monte,2020-03-19,NA
13603,isla de maipo,2020-03-19,NA
13604,padre hurtado,2020-03-19,NA
13605,penaflor,2020-03-19,0.20294784580498867
14101,valdivia,2020-03-19,0.031746031746031744
14102,corral,2020-03-19,NA
14103,lanco,2020-03-19,NA
14106,mariquina,2020-03-19,NA
14107,paillaco,2020-03-19,NA
14108,panguipulli,2020-03-19,NA
14201,la union,2020-03-19,NA
14202,futrono,2020-03-19,NA
14204,rio bueno,2020-03-19,NA
15101,arica,2020-03-19,0.09523809523809523
16101,chillan,2020-03-19,0.15252528338101218
16102,bulnes,2020-03-19,NA
16103,chillan viejo,2020-03-19,NA
16105,pemuco,2020-03-19,NA
16109,yungay,2020-03-19,NA
16203,coelemu,2020-03-19,NA
16205,portezuelo,2020-03-19,NA
16301,san carlos,2020-03-19,NA
01101,iquique,2020-03-20,0.011428571428571423
01107,alto hospicio,2020-03-20,NA
01401,pozo almonte,2020-03-20,NA
02101,antofagasta,2020-03-20,0.05565149136577707
02102,mejillones,2020-03-20,NA
02301,tocopilla,2020-03-20,NA
03101,copiapo,2020-03-20,0.03571428571428571
03301,vallenar,2020-03-20,NA
03304,huasco,2020-03-20,NA
04101,la serena,2020-03-20,0
04102,coquimbo,2020-03-20,0.09268707482993198
04103,andacollo,2020-03-20,NA
04106,vicuna,2020-03-20,NA
04201,illapel,2020-03-20,NA
04301,ovalle,2020-03-20,0.04761904761904762
05101,valparaiso,2020-03-20,0.1134199134199134
05102,casablanca,2020-03-20,NA
05103,con con,2020-03-20,NA
05107,quintero,2020-03-20,NA
05109,vina del mar,2020-03-20,0.127646273820533
05201,isla de pascua,2020-03-20,NA
05301,los andes,2020-03-20,0.023809523809523805
05303,rinconada,2020-03-20,NA
05304,san esteban,2020-03-20,NA
05402,cabildo,2020-03-20,NA
05405,zapallar,2020-03-20,NA
05501,quillota,2020-03-20,NA
05502,calera,2020-03-20,NA
05504,la cruz,2020-03-20,NA
05601,san antonio,2020-03-20,0
05602,algarrobo,2020-03-20,NA
05701,san felipe,2020-03-20,0.07142857142857142
05702,catemu,2020-03-20,NA
05703,llaillay,2020-03-20,NA
05801,quilpue,2020-03-20,0.030753968253968256
05802,limache,2020-03-20,NA
05804,villa alemana,2020-03-20,0.07980115122972266
06101,rancagua,2020-03-20,0.11904761904761905
06103,coinco,2020-03-20,NA
06104,coltauco,2020-03-20,NA
06107,las cabras,2020-03-20,NA
06108,machali,2020-03-20,0.07142857142857142
06110,mostazal,2020-03-20,NA
06115,rengo,2020-03-20,NA
06116,requinoa,2020-03-20,NA
06117,san vicente,2020-03-20,NA
06201,pichilemu,2020-03-20,NA
06202,la estrella,2020-03-20,NA
06204,marchihue,2020-03-20,NA
06301,san fernando,2020-03-20,NA
06310,santa cruz,2020-03-20,NA
07101,talca,2020-03-20,0.07647907647907648
07102,constitucion,2020-03-20,NA
07105,maule,2020-03-20,NA
07201,cauquenes,2020-03-20,NA
07202,chanco,2020-03-20,NA
07301,curico,2020-03-20,0.06309523809523808
07303,licanten,2020-03-20,NA
07304,molina,2020-03-20,NA
07306,romeral,2020-03-20,NA
07401,linares,2020-03-20,0.01587301587301588
07404,parral,2020-03-20,NA
07405,retiro,2020-03-20,NA
07406,san javier,2020-03-20,0
07408,yerbas buenas,2020-03-20,NA
08101,concepcion,2020-03-20,0.1125283446712018
08102,coronel,2020-03-20,NA
08103,chiguayante,2020-03-20,0.028571428571428564
08104,florida,2020-03-20,NA
08105,hualqui,2020-03-20,NA
08106,lota,2020-03-20,NA
08107,penco,2020-03-20,0
08108,san pedro de la paz,2020-03-20,0.12336682924918219
08110,talcahuano,2020-03-20,0.10374149659863947
08111,tome,2020-03-20,NA
08112,hualpen,2020-03-20,0.020408163265306128
08201,lebu,2020-03-20,NA
08202,arauco,2020-03-20,NA
08203,canete,2020-03-20,NA
08207,tirua,2020-03-20,NA
08301,los angeles,2020-03-20,0.017913121361397222
08302,antuco,2020-03-20,NA
08303,cabrero,2020-03-20,NA
08305,mulchen,2020-03-20,NA
08306,nacimiento,2020-03-20,NA
08312,tucapel,2020-03-20,NA
08313,yumbel,2020-03-20,NA
09101,temuco,2020-03-20,0.3822159121237462
09102,carahue,2020-03-20,NA
09106,galvarino,2020-03-20,NA
09108,lautaro,2020-03-20,NA
09112,padre las casas,2020-03-20,0.25000000000000006
09117,teodoro schmidt,2020-03-20,NA
09120,villarrica,2020-03-20,NA
09201,angol,2020-03-20,NA
09203,curacautin,2020-03-20,NA
09210,traiguen,2020-03-20,NA
09211,victoria,2020-03-20,0.11564625850340136
10101,puerto montt,2020-03-20,0.01587301587301588
10102,calbuco,2020-03-20,NA
10104,fresia,2020-03-20,NA
10105,frutillar,2020-03-20,NA
10107,llanquihue,2020-03-20,NA
10109,puerto varas,2020-03-20,0.11904761904761905
10201,castro,2020-03-20,NA
10202,ancud,2020-03-20,NA
10207,queilen,2020-03-20,NA
10301,osorno,2020-03-20,0.15805137844611528
10303,purranque,2020-03-20,NA
10305,rio negro,2020-03-20,NA
11101,coyhaique,2020-03-20,0
11202,cisnes,2020-03-20,NA
11301,cochrane,2020-03-20,NA
12101,punta arenas,2020-03-20,0.19932330827067668
12201,cabo de hornos,2020-03-20,NA
12301,porvenir,2020-03-20,NA
13101,santiago,2020-03-20,0.21525366619443273
13102,cerrillos,2020-03-20,NA
13103,cerro navia,2020-03-20,0.08333333333333334
13104,conchali,2020-03-20,0.09501133786848072
13105,el bosque,2020-03-20,0.0634920634920635
13106,estacion central,2020-03-20,0.08214285714285714
13107,huechuraba,2020-03-20,0.15300581771170002
13108,independencia,2020-03-20,0.16666666666666669
13109,la cisterna,2020-03-20,0.10142238713667287
13110,la florida,2020-03-20,0.06310909237904146
13111,la granja,2020-03-20,0.07142857142857142
13112,la pintana,2020-03-20,0
13113,la reina,2020-03-20,0.17749867091972354
13114,las condes,2020-03-20,0.15340342435404924
13115,lo barnechea,2020-03-20,0.17554552537350418
13116,lo espejo,2020-03-20,0.09523809523809523
13117,lo prado,2020-03-20,0.03826530612244899
13118,macul,2020-03-20,0.1032112332112332
13119,maipu,2020-03-20,0.07965905729880886
13120,nunoa,2020-03-20,0.16392122355120461
13121,pedro aguirre cerda,2020-03-20,0
13122,penalolen,2020-03-20,0.11756802721088434
13123,providencia,2020-03-20,0.19986707995709482
13124,pudahuel,2020-03-20,0.1650793650793651
13125,quilicura,2020-03-20,0.14632034632034632
13126,quinta normal,2020-03-20,0.21955128205128208
13127,recoleta,2020-03-20,0.17219564061669326
13128,renca,2020-03-20,0.07653061224489796
13129,san joaquin,2020-03-20,0.21315192743764172
13130,san miguel,2020-03-20,0.22337662337662337
13131,san ramon,2020-03-20,0
13132,vitacura,2020-03-20,0.19896481434572857
13201,puente alto,2020-03-20,0.1239252810681382
13202,pirque,2020-03-20,0
13203,san jose de maipo,2020-03-20,NA
13301,colina,2020-03-20,0.14425913268018536
13302,lampa,2020-03-20,0.01850780798149219
13303,tiltil,2020-03-20,NA
13401,san bernardo,2020-03-20,0.14204260651629072
13402,buin,2020-03-20,0.06168831168831168
13403,calera de tango,2020-03-20,NA
13404,paine,2020-03-20,NA
13501,melipilla,2020-03-20,0.07142857142857142
13502,alhue,2020-03-20,NA
13503,curacavi,2020-03-20,NA
13504,maria pinto,2020-03-20,NA
13601,talagante,2020-03-20,NA
13602,el monte,2020-03-20,NA
13604,padre hurtado,2020-03-20,NA
13605,penaflor,2020-03-20,0.17913832199546484
14101,valdivia,2020-03-20,0.031746031746031744
14103,lanco,2020-03-20,NA
14104,los lagos,2020-03-20,NA
14105,mafil,2020-03-20,NA
14107,paillaco,2020-03-20,NA
14108,panguipulli,2020-03-20,NA
14201,la union,2020-03-20,0.03571428571428571
14202,futrono,2020-03-20,NA
15101,arica,2020-03-20,0.09523809523809523
16101,chillan,2020-03-20,0.16018167927270216
16102,bulnes,2020-03-20,0.2013605442176871
16103,chillan viejo,2020-03-20,0.21428571428571427
16104,el carmen,2020-03-20,NA
16107,quillon,2020-03-20,NA
16108,san ignacio,2020-03-20,NA
16109,yungay,2020-03-20,NA
16201,quirihue,2020-03-20,NA
16203,coelemu,2020-03-20,NA
16204,ninhue,2020-03-20,NA
16205,portezuelo,2020-03-20,NA
16301,san carlos,2020-03-20,0.023191094619666047
16303,niquen,2020-03-20,NA
16305,san nicolas,2020-03-20,NA
01101,iquique,2020-03-21,0.030476190476190466
01107,alto hospicio,2020-03-21,NA
02101,antofagasta,2020-03-21,0.06825653338258379
02102,mejillones,2020-03-21,NA
02104,taltal,2020-03-21,NA
02201,calama,2020-03-21,0.08333333333333334
03101,copiapo,2020-03-21,0
03301,vallenar,2020-03-21,0
04101,la serena,2020-03-21,0
04102,coquimbo,2020-03-21,0.10697278911564626
04106,vicuna,2020-03-21,NA
04201,illapel,2020-03-21,0
04204,salamanca,2020-03-21,NA
04301,ovalle,2020-03-21,0.04761904761904762
04304,punitaqui,2020-03-21,NA
05101,valparaiso,2020-03-21,0.12770562770562768
05102,casablanca,2020-03-21,NA
05103,con con,2020-03-21,0.05714285714285715
05107,quintero,2020-03-21,NA
05109,vina del mar,2020-03-21,0.07738172355598273
05301,los andes,2020-03-21,0.023809523809523805
05302,calle larga,2020-03-21,NA
05303,rinconada,2020-03-21,0
05304,san esteban,2020-03-21,NA
05401,la ligua,2020-03-21,NA
05402,cabildo,2020-03-21,NA
05405,zapallar,2020-03-21,NA
05501,quillota,2020-03-21,NA
